"direccion_completo","calle_colonia","cp","tipo","delegacion","ciudad","precio","ID","lon","lat","descripcion","caracteristicas","amenidades","inf_colonia","fila1","fila2","moneda","RECAMARAS","BANOS","ESTACIONAMIENTOS","No_de_pisos","Edad_inmueble","AREA_TERRENO","AREA_CONSTRUIDA","Tamano_jardin","Jardin","NA","Cisterna","Gas Natural","Seguridad privada","Zona privada","Alberca","Telefonía","Mascotas","Lavandería","Gimnasio","Terraza","Cuarto de servicio","Calefacción","Chimenea","CUENTA CATASTRAL 35425130 ","USO DE SUELO Habitacional. ","SUPERFICIE DE TERRENO 962.0 m²","ÁREA CONSTRUIDA 577 m²","Sótano","CUENTA CATASTRAL 03829833 ","USO DE SUELO Habitacional con Comercio  ","SUPERFICIE DE TERRENO 138.0 m²","ÁREA CONSTRUIDA 330 m²","CUENTA CATASTRAL 03533508 ","SUPERFICIE DE TERRENO 9931.0 m²","CUENTA CATASTRAL 04112001 ","USO DE SUELO Habitacional ","SUPERFICIE DE TERRENO 172.0 m²","ÁREA CONSTRUIDA 413 m²","Amueblado","CUENTA CATASTRAL 02535601 ","SUPERFICIE DE TERRENO 164.0 m²","ÁREA CONSTRUIDA 393 m²","Elevador","CUENTA CATASTRAL 06161507 ","USO DE SUELO Habitacional Mixto. ","SUPERFICIE DE TERRENO 10470.0 m²","ÁREA CONSTRUIDA 29315 m²","Aire acondicionado","CUENTA CATASTRAL 32516917 ","SUPERFICIE DE TERRENO 617.0 m²","ÁREA CONSTRUIDA 1974 m²","CUENTA CATASTRAL 02920403 ","SUPERFICIE DE TERRENO 1982.0 m²","CUENTA CATASTRAL 03203402 ","SUPERFICIE DE TERRENO 199.0 m²","ÁREA CONSTRUIDA 418 m²","CUENTA CATASTRAL 03917405 ","USO DE SUELO Centro de Barrio ","SUPERFICIE DE TERRENO 719.0 m²","ÁREA CONSTRUIDA 1725 m²","CUENTA CATASTRAL 00808712 ","USO DE SUELO Habitacional con Comercio en P. B. ","SUPERFICIE DE TERRENO 128.0 m²","ÁREA CONSTRUIDA 409 m²","Circuito Cerrado de TV","Planta de emergencia","Fibra óptica","Vigilancia","Tiene oficina","CUENTA CATASTRAL 02801738 ","SUPERFICIE DE TERRENO 61.0 m²","ÁREA CONSTRUIDA 127 m²","CUENTA CATASTRAL 02919002 ","SUPERFICIE DE TERRENO 402.0 m²","Urbanizado","zona","Precio m2"
"Prol Po de la Reforma 355 #355, Colonia San Gabriel, C.P. 01310 ","Prol Po de la Reforma 355 #355","01310","Departamento","Álvaro Obregón","DF / CDMX","4,200,000 ","28219932","-99.2548137","19.378574","Moderno departamento en venta en excelente estado localizado en vía santa fe en prol. paseo de la reforma 355 frente a patio santa fe. cuenta con 103 m2 , 2 recamaras más un family que puede convertirse en otra recámara. amenidades: gimnasio, salón de fiestas, ludoteca, pista de jogging y jardín con asador techado. dos lugares de estacionamiento y bodega. vigilancia las 24 horas. tiene el servicio de una camioneta de la torre que te lleva a los puntos más importantes de santa fe cada hora","RECÁMARAS2 , BAÑOS2 , ESTACIONAMIENTOS2 , No. de pisos1 , Edad del inmueble6 años, ÁREA CONSTRUIDA103 m2, NA, NA, NA","Elevador, Gimnasio, Mascotas, Seguridad privada, NA","Precio por/m2 promedio en San Gabriel, $ 53.44 mil MN","Erika","Fernández","MXN","2","2","2","1","6",NA,"103",NA,NA,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"San Gabriel","53.44"
"Prolongación Calle Carlos Echanove, Colonia El Yaqui, C.P. 05320 ","Prolongación Calle Carlos Echanove","05320","Departamento","Cuajimalpa de Morelos","DF / CDMX","12,500,000 ","28661123","-99.2834093","19.3617203","Ubicado en la entrada a santa fe, se encuentra este amplio y luminoso departamento en venta en el desarrollo boulevard reforma 2., cuenta con una superficie total de 260 m2 distribuidos en 2 cuartos con vestidor y 2 baños completos, 1 medio baño y 3 lugares de estacionamiento techado. su disposición frontal permite disfrutar de vistas panorámicas desde el sexto piso. entre sus comodidades, destacan una cocina integral equipada, cuarto de servicio, estudio/oficina, cuarto de lavado, cuarto de tv. el edificio ofrece amenidades de lujo como alberca, gimnasio, cancha de paddle, seguridad 24 horas, recepción, elevador, bodega y estacionamiento de visitas. con fácil acceso a vías principales y cercanía a servicios y comercios.","RECÁMARAS2 , BAÑOS2 , ESTACIONAMIENTOS3 , No. de pisos1 , Edad del inmueble50 años, ÁREA CONSTRUIDA244 m2, Número de departamentos1 , NA, NA","Elevador, Alberca, Gimnasio, Lavandería, Seguridad privada","Precio por/m2 promedio en El Yaqui, $ 50.80 mil MN","NA","NA","MXN","2","2","3","1","50",NA,"244",NA,NA,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"El Yaqui","50.80"
"Prolongacion Paseo de la Reforma 400, Colonia Lomas de Santa Fe, C.P. 01219 ","Prolongacion Paseo de la Reforma 400","01219","Departamento","Álvaro Obregón","DF / CDMX","3,700,000 ","28662836","-99.2407996","19.3870901","Se vende una propiedad ubicada en la colonia santa fe, en la ciudad de méxico. este departamento en el desarrollo qbico cuenta con 2 recámaras, 2 baños y 1 estacionamiento. tiene una superficie total de 65 metros cuadrados. el edificio cuenta con amenidades como alberca, gimnasio, elevador, estacionamiento de visitas, estacionamiento techado y seguridad las 24 horas. la propiedad se encuentra en excelente estado y tiene una cuota de mantenimiento mensual de $2300. la ubicación es privilegiada con fácil acceso a diferentes servicios y comercios en la zona. es una gran inversión! sl

“el precio mostrado no incluye el impuesto que genera la compraventa, así como gastos notariales y avalúos”.
","RECÁMARAS2 , BAÑOS2 , ESTACIONAMIENTOS1 , No. de pisos1 , Edad del inmueble4 años, ÁREA CONSTRUIDA65 m2, Número de departamentos1 , NA, NA","Elevador, Alberca, Gimnasio, NA, NA","Precio por/m2 promedio en Zona Santa Fe, $ 52.84 mil MN","NA","NA","MXN","2","2","1","1","4",NA,"65",NA,NA,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zona Santa Fe","52.84"
"Prolongación Paseo de la Reforma, Colonia San Gabriel, C.P. 01310 ","Prolongación Paseo de la Reforma","01310","Departamento","Álvaro Obregón","DF / CDMX","3,700,000 ","28593742","-99.2541168000","19.3792647000","Venta - departamento - qbicoo santa fe - 65 m2 - piso 17 departamento en renta nivel: diecisiete dos recámaras baños: dos autos: uno los autos sí se estorban entre ellos mismos cocina abierta amueblado: no área de lavado: sí disposición del departamento: exterior tipo de boiler: de paso lavandería: dentro del departamento recibo de luz independiente: sí recibo de gas independiente: sí recibo de agua independiente: sí ¿emite factura?: sí el desarrollo cuenta con: departamentos cantidad de torres en el desarrollo cuatro nombre de la torre qbicoo santa fe amenidades: sí elevador: sí tipo de gas: gas natural jardín o patio: no vigilancia: 24 horas servicios de internet/telefonía: todos otros: roof garden, alberca techada, vapor y gimnasio. en las operaciones de venta a crédito el precio total se determinará en función de los montos variables de conceptos de crédito y gastos notariales que deben ser consultados la notaría de elección del comprador ¡agenda una cita con nosotros! ** disponibilidad y precios sujetos a cambios sin previo aviso **.  id: eb-re0344","RECÁMARAS2 , BAÑOS2 , ESTACIONAMIENTOS1 , Edad del inmueble7 años, ÁREA CONSTRUIDA65 m2, NA, NA, NA, NA","Elevador, Alberca, Gimnasio, Seguridad privada, NA","NA, NA","NA","NA","MXN","2","2","1",NA,"7",NA,"65",NA,NA,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA, NA","NA, NA"
"Rafael Delgado, Colonia Obrera, C.P. 06800 ","Rafael Delgado","06800","Departamento","Cuauhtémoc","DF / CDMX","1,708,600 ","28686940","-99.1387533000","19.4099497000","Venta - departamento - rafael delgado - 41 m2 - pb venta departamento se encuentra en el nivel planta baja el edificio tiene en total 4 pisos el departamento cuenta con 1 recámara y 1 baño no cuenta con lugares de estacionamiento la cocina es abierta el departamento no está amueblado el departamento no cuenta con cuarto de servicio el departamento cuenta con área de lavado en la azotea el departamento es interior el boiler es tradicional la torre cuenta con 4 pisos, no tiene elevador, cuenta con gas lp en las operaciones de venta a crédito el precio total se determinará en función de los montos variables de conceptos de crédito y gastos notariales que deben ser consultados la notaría de elección del comprador requisitos 20% del valor a la firma de promesa de compra venta ¡agenda una cita con nosotros! ** disponibilidad y precios sujetos a cambios sin previo aviso **.  id: eb-ri3977","RECÁMARAS1 , BAÑOS1 , Edad del inmuebleNuevo , ÁREA CONSTRUIDA40 m2, NA, NA, NA, NA, NA","CUENTA CATASTRAL 00808712 , USO DE SUELO Habitacional con Comercio en P. B. , SUPERFICIE DE TERRENO 128.0 m², ÁREA CONSTRUIDA 409 m², NA","NA, NA","NA","NA","MXN","1","1",NA,NA,NA,NA,"40",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"NA, NA","NA, NA"
"Rafael Delgado, Colonia Obrera, C.P. 06800 ","Rafael Delgado","06800","Departamento","Cuauhtémoc","DF / CDMX","1,688,800 ","28686943","-99.1387533000","19.4099497000","Venta - departamento - rafael delgado - 40 m2 - piso 2 venta departamento se encuentra en el nivel 2 el edificio tiene en total 4 pisos el departamento cuenta con 1 recámara y 1 baño no cuenta con lugares de estacionamiento la cocina es abierta el departamento no está amueblado el departamento no cuenta con cuarto de servicio el departamento cuenta con área de lavado en la azotea el departamento es interior el boiler es tradicional la torre cuenta con 4 pisos, no tiene elevador, cuenta con gas lp en las operaciones de venta a crédito el precio total se determinará en función de los montos variables de conceptos de crédito y gastos notariales que deben ser consultados la notaría de elección del comprador requisitos 20% del valor a la firma de promesa de compra venta ¡agenda una cita con nosotros! ** disponibilidad y precios sujetos a cambios sin previo aviso **.  id: eb-ri3979","RECÁMARAS1 , BAÑOS1 , Edad del inmuebleNuevo , ÁREA CONSTRUIDA39 m2, NA, NA, NA, NA, NA","CUENTA CATASTRAL 00808712 , USO DE SUELO Habitacional con Comercio en P. B. , SUPERFICIE DE TERRENO 128.0 m², ÁREA CONSTRUIDA 409 m², NA","NA, NA","NA","NA","MXN","1","1",NA,NA,NA,NA,"39",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"NA, NA","NA, NA"
"Rébsamen, Colonia Narvarte Poniente, C.P. 03020 ","Rébsamen","03020","Departamento","Benito Juárez","DF / CDMX","8,350,000 ","26997184","-99.1587829000","19.3957382000","El desarrollo lumbini cuenta con 7 departamentos exclusivos con áreas internas o habitables de 122m2 y con áreas de terraza que van de 9m2 a 38m2, con valores de $6,660,000 hasta $8,150,000. el departamento pb 01 tiene un área interna 122 + área terraza 38 = área total de 160. entrega enero 2025. el edificio lumbini se encuentra en una de las colonias más céntricas de la cdmx, la narvarte poniente. está ubicado en la calle de rébsamen 406, entre las calles de xola y pedro romero de terreros, estas dos calles principales que llegan hasta insurgentes sin interrupción. se encuentra a pocas cuadras de vías importantes como av. cuauhtémoc, dando varias opciones como vías de escape o rutas alternas. esta colonia presenta una diversa oferta gastronómica, cultural, centros de entretenimiento como parques o centros comerciales, siendo parque delta el más importante de ellos. se destaca por ser una colonia con una vida de ""barrio"" muy juvenil y familiar. amenidades y servicios dos cajones de estacionamiento. uno frente al otro. bodega privada*. roof gardens privados* y uno común. cctv en todo el edificio así como en el exterior. caseta de vigilancia. bussines center con internet de alta velocidad. salón de usos múltiples. (yoga, barre, etc). algunos de los departamentos(*) acabados integrados de calidad: porcelanato de gran formato en todas las áreas, excepto en las habitaciones, donde tendrán madera de ingeniería. para más información visita nuestra pagina:  búscanos como inmuebles-asesores los inmuebles están sujetos a cambio de precio, sin previo aviso. todo el proceso ante notario público. p: rébsamen 406.  id: eb-ny1768","RECÁMARAS3 , BAÑOS2 , ESTACIONAMIENTOS2 , Edad del inmuebleNuevo , ÁREA CONSTRUIDA122 m2, NA, NA, NA, NA","Elevador, Terraza, Seguridad privada, NA, NA","NA, NA","Esmmar Asesores","Cervantes","MXN","3","2","2",NA,NA,NA,"122",NA,NA,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA, NA","NA, NA"
"Rébsamen, Colonia Narvarte Poniente, C.P. 03020 ","Rébsamen","03020","Departamento","Benito Juárez","DF / CDMX","7,400,000 ","27923502","-99.1587829000","19.3957382000","El desarrollo lumbini cuenta con 7 departamentos exclusivos con áreas internas o habitables de 122m2 y con áreas de terraza que van de 9m2 a 38m2, con valores de $6,660,000 hasta $8,150,000. el departamento 202 tiene un área interna 122 + área terraza 9 = área total de 131. entrega enero 2025. el edificio lumbini se encuentra en una de las colonias más céntricas de la cdmx, la narvarte poniente. está ubicado en la calle de rébsamen 406, entre las calles de xola y pedro romero de terreros, estas dos calles principales que llegan hasta insurgentes sin interrupción. se encuentra a pocas cuadras de vías importantes como av. cuauhtémoc, dando varias opciones como vías de escape o rutas alternas. esta colonia presenta una diversa oferta gastronómica, cultural, centros de entretenimiento como parques o centros comerciales, siendo parque delta el más importante de ellos. se destaca por ser una colonia con una vida de ""barrio"" muy juvenil y familiar. amenidades y servicios dos cajones de estacionamiento. uno frente al otro. bodega privada*. roof gardens privados* y uno común. cctv en todo el edificio así como en el exterior. caseta de vigilancia. bussines center con internet de alta velocidad. salón de usos múltiples. (yoga, barre, etc). algunos de los departamentos(*) acabados integrados de calidad: porcelanato de gran formato en todas las áreas, excepto en las habitaciones, donde tendrán madera de ingeniería. para más información visita nuestra pagina:  búscanos como inmuebles-asesores los inmuebles están sujetos a cambio de precio, sin previo aviso. todo el proceso ante notario público. p: rébsamen 406.  id: eb-pz2447","RECÁMARAS3 , BAÑOS2 , ESTACIONAMIENTOS2 , Edad del inmuebleNuevo , ÁREA CONSTRUIDA122 m2, NA, NA, NA, NA","Elevador, Terraza, Seguridad privada, NA, NA","NA, NA","Esmmar Asesores","Cervantes","MXN","3","2","2",NA,NA,NA,"122",NA,NA,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA, NA","NA, NA"
"Retorno 701 #110, Colonia El Centinela, C.P. 04450 ","Retorno 701 #110","04450","Departamento","Coyoacán","DF / CDMX","3,000,000 ","28723950","-99.1403900000","19.3346710000","Ref: nex-220100 hermoso departamento en venta al sur de la ciudad en la colonia el centinela, dentro de una privada en la alcaldía de coyoacán, ciudad de méxico. este acogedor departamento cuenta con 2 recámaras ambas con closet, 1 baño completo y 1 baño para visitas, sala, comedor y cocina equipada . el departamento está en muy buenas condiciones tiene 60 m2 de construcción habitables, perfecto para parejas o pequeñas familias que buscan un lugar cómodo y seguro para vivir. con uso de suelo residencial, podrás disfrutar de la tranquilidad y seguridad que ofrece esta zona. en cuanto a las zonas de interés cercanas, podrás encontrar escuelas, parques, cines, plaza maq a menos de 10 minutos, restaurantes, bancos, y a 20 minutos el centro comercial oasis coyoacán, ideal para realizar tus compras y disfrutar de una tarde de compras. también, a pocos minutos se encuentra el parque de los volcanes, perfecto para disfrutar de un día al aire libre en familia. este departamento se encuentra en una ubicación privilegiada ya que cuenta con vías rápidas cómo calzada de tlalpan, miguel angel de quevedo, y transporte público para desplazarte de manera rápida y segura por toda la ciudad. ¡no dejes pasar la oportunidad de adquirir esta propiedad y disfrutar de todo lo que el centinela tiene para ofrecer! llama ya, será un gusto poder mostrarte este agradable departamento.","RECÁMARAS2 , BAÑOS1 , Edad del inmueble15 años, ÁREA TERRENO60 m2, ÁREA CONSTRUIDA60 m2, NA, NA, NA, NA","NA, NA, NA, NA, NA","Precio por/m2 promedio en El Centinela$ 30.17 mil MN, Precio promedioEste porcentaje muestra el valor de la propiedad con respecto a la tendencia de los precios de la zona.Aunque haya un precio medio en una colonia, cada vivienda cuenta con particularidades que podrían incrementar o disminuir el valor.El porcentaje se ofrece solo como una guía y podría no reflejar el valor particular de la propiedad.Regresar a la propiedadVer estadísticas, NA, NA, NA","NA","NA","MXN","2","1",NA,NA,"15","60","60",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"El Centinela$ 30.17 mil MN","30.17, Precio promedioEste porcentaje muestra el valor de la propiedad con respecto a la tendencia de los precios de la zona.Aunque haya un precio medio en una colonia, cada vivienda cuenta con particularidades que podrían incrementar o disminuir el valor.El porcentaje se ofrece solo como una guía y podría no reflejar el valor particular de la propiedad.Regresar a la propiedadVer estadísticas, NA, NA, NA"
"Rio de la Magdalena 200 - 23, Colonia La Otra Banda, C.P. 01090 ","Rio de la Magdalena 200 - 23","01090","Departamento","Álvaro Obregón","DF / CDMX","12,500,000 ","28659297","-99.194878","19.3376147","Bonito y funcional ph en excelente ubicación en la col. la otra banda, a pocos minutos del periférico y av. revolución, ""residencial el bosque"" con amenidades como jardines, alberca techada, área de asoleadero, gimnasio, salón de usos múltiples.

el ph está distribuido de la siguiente manera...

1er piso: sala-comedor con terraza de 21 mts, medio baño, cocina integral, cuarto de servicio.

2 do piso: tres recámaras con baño completo cada una, la principal con vestidor y baño con balcón 3 mts, sala de tv.

roof garden: con acceso directo 127 mts con pérgola, asador y medio baño.

bodega 5 mts

2 estacionamiento no compartidos con otro departamento

vigilancia 24/7.

*muebles con fines ilustrativos, no están incluidos en el precio de venta.
*los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar previamente.
*gastos e impuestos de escrituración no están incluidos en el costo de venta.
*las medidas enunciadas son meramente orientativas, las medidas exactas serán las que se expresan en el respectivo título de propiedad de cada inmueble.
*toda transacción debe ser de acuerdo con las prácticas comerciales de la inmobiliaria y para ser válida requiere de la autorización expresa del propietario del inmueble.","RECÁMARAS3 , BAÑOS3 , ESTACIONAMIENTOS2 , No. de pisos1 , Edad del inmueble15 años, ÁREA CONSTRUIDA231 m2, Número de departamentos1 , NA, NA","Elevador, Alberca, Gimnasio, Terraza, NA","Precio por/m2 promedio en La Otra Banda, $ 49.54 mil MN","NA","NA","MXN","3","3","2","1","15",NA,"231",NA,NA,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"La Otra Banda","49.54"
"Río Guadalquivir 100, Colonia Cuauhtémoc, C.P. 06500 ","Río Guadalquivir 100","06500","Departamento","Cuauhtémoc","DF / CDMX","5,990,000 ","28660151","-99.1691413","19.4301322","Se vende una propiedad en la ciudad de méxico, ubicada en el barrio de cuauhtémoc. esta propiedad se encuentra en el segundo piso del edificio, en la calle río guadalquivir , y cuenta con una ubicación privilegiada, ya que se encuentra en una zona cercana a escuelas, lo que la hace ideal para familias con niños en edad escolar.

el departamento cuenta con una superficie total de 86 metros cuadrados, distribuidos de manera eficiente y funcional. dispone de dos suites, cada una con su propio baño, lo que brinda privacidad y comodidad a sus habitantes. además, cuenta con un cuarto de lavado, lo que facilita las tareas domésticas.

entre las comodidades adicionales que ofrece esta propiedad, se encuentran un balcón, closets en las habitaciones, una caseta de seguridad y estacionamiento techado. también cuenta con servicios básicos como agua, luz y elevador. la presencia de luz natural en todas las áreas del departamento brinda una sensación de amplitud y calidez.

la seguridad es un aspecto importante a considerar al elegir una propiedad, y este departamento cuenta con portero y seguridad las 24 horas del día, lo que brinda tranquilidad y protección a sus residentes. además, el portón eléctrico garantiza la privacidad y el acceso controlado al edificio.

una característica destacada de este departamento es su excelente estado de conservación, lo que garantiza una larga vida útil y evita gastos adicionales en reparaciones. además, su orientación norte permite disfrutar de una agradable iluminación natural durante todo el día.

","RECÁMARAS2 , BAÑOS2 , ESTACIONAMIENTOS1 , No. de pisos1 , Edad del inmueble1 años, ÁREA CONSTRUIDA86 m2, Número de departamentos1 , NA, NA","Elevador, Mascotas, Lavandería, NA, NA","Precio por/m2 promedio en Cuauhtémoc, $ 57.57 mil MN","NA","NA","MXN","2","2","1","1","1",NA,"86",NA,NA,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cuauhtémoc","57.57"
